Temperatura,Personas,Electrodomesticos,Consumo_kWh
24.396039179963964,2.0,17.0,55.0399343936305
23.70911550326069,1.0,6.0,31.266129365547044
15.918613168826013,4.0,11.0,45.0424709524399
15.495139903349973,4.0,17.0,51.82967154751286
23.993201873028973,4.0,10.0,48.31548564893869
24.043875431525038,3.0,12.0,52.62851658864368
18.03761727251252,1.0,7.0,30.77901483415173
30.587154141619493,1.0,19.0,63.39311501342615
25.837097868604758,5.0,11.0,
28.645777644279622,,8.0,49.55108994561664
27.231744229875574,2.0,14.0,55.55346785572077
30.16459203010772,4.0,9.0,51.57910620876774
23.78751360126931,5.0,14.0,57.99784112447559
24.375119314177407,3.0,12.0,
23.768982732264224,4.0,10.0,48.64521331080881
23.204401996696056,2.0,11.0,49.954430374015516
18.858340690850405,2.0,9.0,35.05947275695763
,5.0,15.0,56.7361153816719
,3.0,6.0,34.42462531080749
15.59632422892413,5.0,19.0,56.6144327959479
23.88371357956454,5.0,15.0,62.01057883069002
23.66939976683452,4.0,19.0,66.65009068343309
22.760087307546108,5.0,7.0,48.303670598638334
28.61017363115056,5.0,10.0,57.57783473113363
17.970676411262126,4.0,9.0,47.636703362238116
25.421632813868303,1.0,20.0,55.81716551178062
27.875242901318014,4.0,12.0,62.08333992883165
19.69069486750562,5.0,6.0,42.25610028272325
22.95881139339691,1.0,6.0,28.25649895406053
23.519096876134935,1.0,20.0,58.32263294665763
21.10494361955106,5.0,11.0,55.70348798120277
9.294189885197813,1.0,16.0,37.69388078030107
20.87906232486343,1.0,13.0,44.03603064318653
20.021126736491222,3.0,19.0,60.882820004976985
14.830923923172296,3.0,14.0,51.31005118421279
22.46022456023856,2.0,8.0,43.18027517649981
21.65202363877848,3.0,5.0,36.55866179965672
22.802643105478236,1.0,15.0,45.55490708400466
23.97058933160364,1.0,17.0,51.354129142940984
18.98693081614756,3.0,8.0,35.49687086963216
21.528763761436455,,18.0,60.097088441659636
21.375786488799047,2.0,9.0,43.269161702216074
27.20503364599766,1.0,18.0,53.60986393157876
19.430102047939418,4.0,,55.066981214045576
25.900814239553334,5.0,20.0,75.1247029092499
22.94152383567754,1.0,11.0,
33.349940049722974,3.0,17.0,66.72259561687888
24.095639775191366,2.0,16.0,53.2564741128816
11.695713437011468,4.0,19.0,54.51075140939614
19.3872607467797,5.0,17.0,60.27375921144299
24.540026718853515,1.0,13.0,48.63669300148522
,5.0,13.0,53.28445012413673
28.27150063087393,2.0,9.0,48.21952379315334
,2.0,15.0,41.509920421811735
21.005364219712565,1.0,19.0,50.732771702677596
19.328732013646814,5.0,15.0,58.540303741883505
20.93797635858835,1.0,13.0,40.21376883275728
11.051770682219903,2.0,,28.486801712720712
20.28246305239847,1.0,19.0,55.30666435165503
22.98443234419624,1.0,11.0,47.09507902306872
21.914569199723005,2.0,13.0,46.54391146420557
18.789789705036206,1.0,16.0,46.806267096017464
25.631068490607287,5.0,10.0,57.30010655705705
13.780413297874611,,10.0,45.02359337921689
14.213496601845833,1.0,16.0,40.04854259342171
21.40172333227768,2.0,16.0,57.804662512509594
19.087103542160335,,19.0,55.93177596471941
21.768319249506252,1.0,11.0,40.94587721390728
22.163351230091795,,11.0,50.84804368539208
19.97621188606701,2.0,20.0,57.53320541034876
22.50168621023804,4.0,14.0,58.00895835583219
22.795716805176088,5.0,14.0,59.63824100084899
23.275196872846813,1.0,13.0,43.90543892979628
21.245445975431753,1.0,,51.40504850289749
15.254663849635698,5.0,8.0,41.00320074566231
,4.0,13.0,49.24568626869011
22.179936742748456,5.0,7.0,53.77683231716285
19.653538027468315,3.0,8.0,39.04301339214839
21.061130361692573,1.0,20.0,52.151348429241445
25.083957814200772,4.0,5.0,42.157088748020456
20.73190636676353,1.0,8.0,36.60619699947245
20.21038182481045,2.0,8.0,38.57809403461831
,5.0,9.0,54.56486119861953
21.970187106131714,2.0,15.0,171.80728388214888
11.351387610462316,1.0,20.0,52.04380986544913
25.93807458860311,5.0,13.0,54.14557083206567
25.628427346661137,2.0,5.0,37.99006285574828
15.397658259978922,4.0,20.0,62.233209323732275
22.283819773731338,5.0,6.0,45.29309006570408
20.61305148605148,1.0,10.0,40.76241153210384
17.71249018466543,5.0,11.0,52.02843753720227
11.779457160835122,2.0,6.0,25.03086151121909
28.873252041449607,3.0,7.0,49.99589828796092
24.769850104534925,1.0,6.0,34.145518441462954
25.15081191640273,3.0,5.0,44.622974619461516
26.570886579842387,1.0,18.0,53.73252345299809
13.257374081576735,5.0,17.0,63.25944533973523
14.785719186722883,2.0,7.0,28.711512773112254
,2.0,,34.92771832677536
23.09333555389182,5.0,15.0,61.646204985499864
22.17996779908304,4.0,6.0,44.26680530361311
20.335060750682565,1.0,17.0,
21.069362084137946,5.0,7.0,46.781543182291514
21.118652859519855,2.0,16.0,49.562301668775746
25.523733907740805,,10.0,48.41663283700442
24.84370503253199,,18.0,63.78219356915829
24.813595962383182,4.0,7.0,45.9813502223502
18.641406207530785,2.0,18.0,51.16861279578465
11.709721270540001,3.0,5.0,33.49160660283213
26.0365533725016,3.0,6.0,39.098860808825364
23.04881327235241,2.0,6.0,36.038084216381236
14.811177536049236,1.0,10.0,34.09284109676066
16.750298962372526,2.0,,45.83397322210143
25.92356634248052,4.0,9.0,46.381180264193674
23.797886046882628,1.0,18.0,52.745602992921604
,3.0,11.0,37.0956593449378
14.277545741062063,2.0,10.0,
27.575061038422916,5.0,10.0,56.34156199525854
,1.0,13.0,47.987741895698385
11.643493481653467,1.0,17.0,43.88998377436214
27.376929902313766,2.0,20.0,62.874041025027694
30.73224418757121,2.0,17.0,61.60725013193298
35.82776524383702,4.0,20.0,76.97571691090126
19.565294589770478,4.0,18.0,59.04864624716936
21.309534622338962,1.0,15.0,49.624674659809294
25.398273315546124,3.0,,47.50353042255276
21.840701276570197,5.0,,68.50993346024138
14.863574818557694,1.0,17.0,44.965097073121946
19.55680603788351,5.0,17.0,61.56652075951291
28.32128466492585,3.0,13.0,56.41735085487262
17.58352787442007,5.0,19.0,64.00207671560598
24.701084413071015,5.0,13.0,57.554400586494594
26.374204481083126,5.0,20.0,74.5933592436235
25.022688120765025,,6.0,41.23572921494471
24.31946838688556,2.0,14.0,53.01137449854627
29.60316323134235,1.0,12.0,49.08900927788529
17.460626118146983,2.0,18.0,50.9782061389218
32.13420071822121,4.0,5.0,49.2640950458147
28.341783846661965,4.0,,68.22966459593896
16.65790106240641,1.0,16.0,41.591955260668335
24.589983471366526,5.0,18.0,70.29138614443201
26.393518775277236,2.0,13.0,58.597927800737
15.851640830744257,5.0,18.0,58.31634172942313
16.337963484812544,5.0,7.0,39.9649939326844
16.58855668446299,2.0,7.0,30.723998368372623
13.960399410615208,3.0,13.0,42.49264726268337
24.947230559310263,3.0,12.0,47.81896717770775
25.146083940452904,3.0,12.0,49.53035797393697
23.276443296721027,4.0,9.0,48.15079774680812
24.360113462498738,2.0,13.0,48.18081789274672
22.80054953409675,1.0,12.0,40.082493076944694
18.979373370868743,,,46.30167210636352
29.92945240210008,4.0,11.0,51.11031304459585
,1.0,10.0,42.902903114259296
26.340976073496776,3.0,6.0,40.902910565889606
13.519978024700139,2.0,16.0,39.42810547507615
21.463267708365315,,6.0,32.070574071743636
13.447702101090755,3.0,8.0,37.62900366016604
31.54633612092539,5.0,7.0,51.83707546540951
19.71295858156304,3.0,16.0,53.16725107178974
21.7412331406698,4.0,,173.8919352273369
23.894914746992942,5.0,17.0,66.24549719155846
24.024173891367532,,13.0,59.2429280937314
24.969836810595783,4.0,13.0,54.3047941417184
25.34594889412731,4.0,5.0,43.430579659363744
21.137566452872953,3.0,10.0,45.52447661330872
17.507618493278088,2.0,7.0,35.86112552577259
21.534399127697604,5.0,13.0,57.662092985366876
32.442859588781914,2.0,10.0,48.58597595999444
,1.0,20.0,52.82074467442935
16.183564424216776,3.0,5.0,29.348413704814362
22.09031752233571,2.0,19.0,57.24087055890168
24.352820812836587,3.0,18.0,63.71693579754135
18.794027651100595,1.0,7.0,
34.49273357607087,2.0,10.0,
,3.0,17.0,54.3383945400639
24.716684077178808,2.0,16.0,57.93350131494147
30.152099232022707,4.0,,74.23944737122119
22.59278730278794,1.0,18.0,50.60570630439347
12.192408933784765,1.0,16.0,42.2134824544677
25.639691757921533,4.0,6.0,42.586952834628
21.07047600170317,1.0,20.0,57.551168690001525
19.937059540910518,3.0,19.0,59.937438992611916
18.23656373534427,4.0,16.0,51.445301720372456
21.226671944818797,5.0,20.0,66.66992921001241
23.9953551729491,1.0,10.0,40.737903108244055
21.75863831553725,1.0,,48.69795434774965
16.63982942870892,,8.0,41.538494004368836
18.399955513893193,,7.0,44.52949912687376
12.208480978831053,4.0,14.0,44.81830937396555
22.806121392743982,1.0,17.0,49.88380056610596
24.5701233751762,1.0,15.0,50.36642676481142
26.22323491404984,,6.0,52.10471436959244
19.782195622780335,3.0,9.0,39.76492101096272
26.81454837454576,2.0,8.0,46.13679022928225
22.0491695449618,1.0,13.0,40.43609108406646
,2.0,18.0,57.19186719213488
27.828804223805548,3.0,15.0,55.67562524956023
17.338627612802874,1.0,16.0,46.61363061054845
26.06925876588081,5.0,13.0,58.8499795805441
19.695117153422512,2.0,17.0,51.965587112987
17.839897525402442,1.0,8.0,32.72460155011284
24.63854978259795,4.0,10.0,44.423116576829266
16.153400614632574,2.0,15.0,45.488233426610634
20.44542434792296,2.0,11.0,37.975057913647724
12.570066635766684,2.0,,43.32269047777435
16.264538293048776,1.0,,44.74612071573373
30.13953853539693,1.0,9.0,48.294705896882334
22.30763354747997,2.0,19.0,56.51954820754245
17.804915368323087,4.0,9.0,42.21544951624722
24.10846648339969,3.0,17.0,56.88711924196437
14.955402600492606,2.0,11.0,38.35839323978435
26.359857089767903,5.0,5.0,48.09817497576297
36.393151424507565,4.0,8.0,58.830938958848876
21.977061787295305,3.0,8.0,41.77759647190537
22.321987854706517,2.0,5.0,31.403354679710727
20.863314344765705,1.0,13.0,39.19958177001674
21.67835982260972,3.0,13.0,45.859674348779734
15.298695594972271,3.0,9.0,38.6416701974778
23.382525276118372,4.0,,45.59800405091741
10.161835949190216,5.0,15.0,45.2950639172182
21.29085884335321,1.0,18.0,
24.81233079517149,2.0,12.0,50.49171754456491
14.381095652631611,4.0,20.0,64.36650892494367
27.157223151138645,5.0,17.0,67.72310941130085
23.269886180088417,4.0,18.0,63.699040863268884
26.295574262241946,2.0,15.0,55.67446733195388
33.12005587286606,2.0,16.0,61.18170380215111
17.82924458193703,2.0,20.0,61.176032028946516
21.18031912286866,2.0,,32.41458999579928
30.552356256183934,4.0,17.0,
,2.0,12.0,53.7663799623808
22.323130782763403,5.0,20.0,69.12502450926577
24.373481807232043,4.0,7.0,39.53189192906865
19.638503612904124,3.0,15.0,52.370514721731205
19.96482458044266,5.0,15.0,57.62992228564427
19.980784128106624,4.0,12.0,47.21113985618287
21.637842160316335,,9.0,45.966870831784256
13.350809171136142,2.0,14.0,43.53216523777791
26.205637571892286,4.0,6.0,44.21221000545699
18.657212063061248,2.0,11.0,37.15427426089216
23.345691822631398,5.0,10.0,54.53458446535503
21.098364429873914,5.0,9.0,46.95999855803869
33.318683479526406,2.0,20.0,71.81611454565707
20.28107994836958,3.0,20.0,62.84647913944822
31.791781675195708,2.0,7.0,46.782854836097336
,3.0,18.0,
20.184671626993506,2.0,16.0,56.90270719295853
,2.0,15.0,48.54056275484121
24.72137971623137,1.0,17.0,46.88199665023379
,4.0,14.0,56.28501935135256
26.04924378532533,4.0,13.0,56.78800560056327
27.217840626950096,3.0,8.0,49.062202562260325
28.35189893940524,5.0,15.0,60.18582974485293
14.477226141206206,5.0,11.0,40.90742584041358
20.619383359200025,4.0,7.0,40.36591439782295
22.34419042442422,4.0,6.0,43.89852816488333
18.399274658502637,3.0,17.0,48.434080419121024
24.366397054268575,5.0,9.0,56.7871447008853
12.252343880789121,5.0,11.0,48.29576943703976
24.487030941582024,,14.0,52.36682971559833
25.349906291703938,4.0,16.0,62.60230924131301
28.417958069293082,,20.0,74.14438345695467
19.397859648594576,3.0,5.0,25.988385201993882
31.535745997445563,2.0,15.0,55.508664160582335
19.231532344002385,4.0,13.0,47.8341644289213
22.74622207800618,4.0,5.0,39.70424116916543
12.337019728120882,3.0,11.0,38.14391206128202
29.226075348030754,3.0,16.0,58.093960475705295
19.598349115045618,5.0,20.0,62.09073807065863
25.977083279366923,2.0,5.0,
26.35564591288007,5.0,9.0,54.44049591287808
30.97326841624833,1.0,14.0,48.47109857877452
18.36233197978981,4.0,16.0,50.07420438684983
21.616633851076646,1.0,11.0,44.36773247255843
14.673070279030032,3.0,20.0,59.56337512553543
26.021236009302374,4.0,7.0,
22.17220435095122,4.0,9.0,46.181775473195096
24.15699772689735,2.0,16.0,54.068890721797146
15.133735651743047,3.0,18.0,51.27784842211166
26.746776884391377,1.0,15.0,48.065621138090066
16.806722941441592,1.0,15.0,41.27440032583028
19.21578763088151,4.0,18.0,64.82297830787775
18.74610231423359,,8.0,47.26738585203829
30.1784850306975,2.0,6.0,40.56131797229159
27.697258054278834,3.0,12.0,
14.257751760402302,3.0,20.0,53.2663153809707
16.856845854968014,5.0,6.0,38.622324879810485
15.536891194422736,3.0,20.0,49.95287980531522
12.434108820014503,3.0,10.0,37.79983894557436
9.608905811531661,5.0,10.0,38.66377301851416
10.567638906695525,2.0,8.0,29.44156079184919
23.547160179137077,5.0,20.0,70.4481258569952
27.288449281858533,5.0,5.0,50.18591823129838
30.082281338917667,4.0,6.0,47.2812046806768
26.303912925061987,1.0,13.0,49.1215030166997
26.947233878298544,3.0,15.0,56.19563547311694
,2.0,16.0,47.27866396239587
14.565083431687006,2.0,,52.7399577489238
18.756447431022426,1.0,19.0,51.39394079981764
17.147805858931832,4.0,16.0,56.69595463211382
21.472898420542553,1.0,14.0,48.07621379862054
20.019104618382634,4.0,19.0,152.17752962268213
24.368553480687947,5.0,20.0,74.42238246186196
27.755767265145227,3.0,14.0,57.36622295555866
24.78151594332595,1.0,17.0,54.46741444673425
32.99806556791404,3.0,12.0,60.88753596946268
24.665691089989753,5.0,10.0,54.4500436060172
25.829984503083594,3.0,5.0,36.6012143258409
26.33401541337477,3.0,9.0,44.64967345403379
28.127635720333473,2.0,13.0,48.59084676178763
11.7096255182169,2.0,5.0,22.03619696229237
18.528241183519803,3.0,9.0,42.01406082491824
15.800054940585271,3.0,8.0,34.09097163690566
15.406070598351253,2.0,12.0,46.341418133533615
22.0162539849067,2.0,8.0,34.359607885002944
22.719863018929328,1.0,20.0,61.504300217986994
12.459903641869639,2.0,13.0,38.740428557919884
15.653073890205974,3.0,10.0,38.59949771849531
18.965638968709097,2.0,19.0,61.80592132779186
22.394965508210944,5.0,16.0,66.34728871469967
17.415496285785938,2.0,13.0,48.8667193116104
20.60005269994846,3.0,13.0,50.3835751006262
27.942120791065506,5.0,,52.9030373195075
17.401493448465096,2.0,8.0,33.51863863311391
18.739100822353176,2.0,7.0,41.74069867392648
16.456982867390785,1.0,,35.64484191201477
25.85394497261889,2.0,12.0,45.40002951648853
21.579537489465658,3.0,8.0,42.27484251400916
25.634810742695954,4.0,15.0,62.68591650726072
21.71900264254165,5.0,17.0,61.517830142871865
21.965538126254348,3.0,5.0,40.62306616510333
20.948988457026164,5.0,11.0,47.95207532233296
23.552633191176692,3.0,10.0,41.802918708596195
19.265968268696238,3.0,6.0,33.58218137896919
22.352529858493664,,12.0,49.305705977794034
24.10879124480068,1.0,10.0,45.81016744732684
22.59627346115175,4.0,19.0,60.714579319158574
20.334667383383287,1.0,,28.960247850455556
19.925892633665867,1.0,13.0,37.33342017657543
,4.0,17.0,64.10897759824888
17.456231422648262,2.0,20.0,54.033161456316165
21.100948919592224,5.0,12.0,52.07790854990519
25.308481276903084,4.0,12.0,58.44103288221837
17.401566922067765,5.0,12.0,51.1909666417674
20.60856360397633,3.0,17.0,56.013523673306295
26.27233179443901,5.0,16.0,63.93857429080609
17.251216434555637,3.0,7.0,30.6262712093596
16.111815414395814,5.0,18.0,57.96878477705478
20.867282976868243,3.0,17.0,
23.13773485001746,5.0,16.0,64.1209317720589
23.11353339364311,5.0,12.0,60.29097625413225
24.236688099604653,5.0,19.0,68.64856614007716
29.124654287536465,5.0,17.0,
32.12594052167965,1.0,14.0,52.594528440767306
29.39324107235512,5.0,18.0,68.86618694998376
21.303381419983197,4.0,6.0,41.93937425104505
21.35214354476513,1.0,5.0,28.480147705981015
25.217799214071846,2.0,20.0,61.08982561544902
,5.0,12.0,61.763322530834195
22.28804766102017,1.0,16.0,47.255417639752146
23.909811102348588,4.0,20.0,63.72934204054765
21.968454287358615,1.0,10.0,39.95666349802972
22.543555153463494,1.0,13.0,47.39865755887962
16.805807840631612,1.0,14.0,41.19596810763219
22.383134013452896,1.0,20.0,
22.66511718162381,3.0,16.0,56.77208972844661
17.742819102423404,5.0,16.0,58.83667654666888
28.376855031144473,2.0,11.0,51.22913094940411
19.37688637589529,4.0,14.0,
36.321294959251496,2.0,10.0,51.19084340341029
26.466779441319446,2.0,19.0,62.30669870963262
14.038911168925013,3.0,20.0,55.38449541279112
18.511494846041906,1.0,19.0,48.83358180206516
19.254528569581026,2.0,12.0,41.26710639676283
32.69712378707176,1.0,17.0,61.17878607912918
13.894344837960007,4.0,7.0,41.013545900082676
17.83878396576094,5.0,5.0,44.11575240452133
20.085816771616184,3.0,7.0,
22.13959169417744,4.0,13.0,51.9832894275719
21.798490443982402,5.0,16.0,62.60341184791255
19.466755155027712,2.0,20.0,
25.056707932738494,3.0,18.0,62.99701426164896
22.76145472337177,1.0,5.0,33.096895291591174
9.488510494905059,4.0,13.0,43.60086350552207
30.629071298267025,5.0,9.0,58.66316406527914
27.07451937772477,4.0,19.0,74.34967167919787
21.241446581975648,1.0,5.0,34.05719811897274
15.642598559932164,4.0,20.0,53.484404789553565
40.81206510144964,4.0,12.0,65.72793431924654
26.8159795453468,2.0,17.0,56.97978263581317
17.782120528721773,1.0,8.0,35.76630798977905
21.651182833332037,5.0,10.0,55.413523631906116
21.86283165704826,3.0,20.0,57.56982697055887
15.4410037648373,3.0,9.0,34.16563823269041
16.525487755457362,1.0,12.0,36.745555324819414
19.49526916336949,5.0,15.0,58.95698780973683
10.361629020891659,2.0,5.0,25.50000348256979
23.610476302182384,1.0,19.0,54.75926616374431
19.493554275870313,4.0,,50.99423447436858
20.028891513691356,2.0,20.0,56.851280769304736
28.24424922098822,5.0,11.0,57.72316594017349
21.32281164794131,1.0,14.0,47.60029477822949
27.59544382819425,5.0,12.0,60.64932671024162
18.59266738788189,5.0,12.0,55.60394159976852
24.070728056910703,5.0,14.0,57.712670225975295
21.572294253148698,5.0,13.0,58.80041145131054
23.96604020861104,4.0,19.0,65.18960099151182
17.693171475888036,,7.0,33.74918483216597
17.406652278660534,2.0,13.0,45.63559016670349
23.040427119121603,2.0,20.0,59.07677493548495
4.510277452580347,,5.0,18.69386418372454
28.216418248269463,1.0,16.0,55.61175805723913
22.01793417139882,4.0,8.0,49.57702518345409
18.82799093528745,1.0,12.0,41.898567643658424
12.90701003749688,4.0,5.0,35.330709846696635
25.673698664056385,4.0,7.0,46.67147024083347
24.899973386973876,2.0,16.0,53.05526277764863
21.770415065021204,4.0,13.0,50.409924877107
11.580420954093483,1.0,15.0,
32.008791496287785,3.0,14.0,65.7185262561706
19.39349316473319,1.0,15.0,42.78127134436672
20.597845674241192,3.0,16.0,54.1353430110868
17.159592797377492,2.0,12.0,38.75782643320172
19.331549865110993,4.0,8.0,41.87210947810279
15.560873787736462,5.0,17.0,57.79569815630387
,4.0,9.0,44.2106224862713
24.572843897277547,2.0,10.0,44.8687278730392
18.5191171380474,3.0,5.0,32.2849791477728
26.115529086116457,2.0,12.0,47.55564983299601
18.42454842999833,3.0,17.0,52.63988135154881
26.05762479186262,1.0,5.0,31.53449354724915
25.13757870669106,1.0,10.0,42.64495602407307
22.878624071879013,3.0,5.0,38.33722307801943
18.018771574888525,2.0,6.0,33.966832207040554
25.562390781388896,2.0,7.0,44.75299087918387
,5.0,8.0,44.41629025095902
25.721990219881164,2.0,16.0,51.63906907760542
25.54031032729818,4.0,9.0,49.2559666029537
15.228446758296682,5.0,5.0,37.65688721190801
22.719949490421637,,10.0,46.903932883639776
16.317135260784415,3.0,15.0,47.569593250885184
25.001148409709053,1.0,19.0,55.18439268802584
15.219670127808499,4.0,19.0,60.65165048745973
24.47981695118159,2.0,12.0,46.35240656238699
25.21201712216716,1.0,14.0,44.8617894523904
23.2493903389925,4.0,5.0,42.882258389613355
28.334413267163942,5.0,15.0,69.44914559394647
25.585795388394967,5.0,9.0,
16.74437253346335,1.0,20.0,53.85697542553872
20.52615255704785,3.0,6.0,28.7019557056488
21.74580621552263,3.0,20.0,55.86515126881308
16.913164449750106,3.0,10.0,144.44886515259003
29.767759512134795,3.0,16.0,61.74806754842839
31.358925450548703,1.0,8.0,40.087726925550015
23.728719802968335,4.0,13.0,54.357161880695585
23.853585372962137,5.0,11.0,53.16376666729351
29.998492147984688,5.0,16.0,71.30645381054252
13.6517571843431,3.0,5.0,35.25708799330775
20.351036683317496,,18.0,60.15970363765986
18.282121112115707,3.0,,55.336480335705154
16.15362326844545,1.0,11.0,36.448766715913514
32.613732272929354,2.0,10.0,53.761999214380424
11.467651004163049,,17.0,47.691385691326545
30.461838619584036,,13.0,55.40607020595709
,1.0,17.0,54.861801733638494
,3.0,16.0,43.96742793556074
16.198962199068454,,14.0,43.18078181361608
27.892894709267463,2.0,8.0,40.01793987483955
27.230863073957167,2.0,18.0,62.45805916906422
23.926185245085158,2.0,16.0,53.015319453979004
22.535950187691068,4.0,14.0,56.73093589328931
17.940319262324984,4.0,11.0,47.535570688169834
17.43977206079898,2.0,7.0,31.779801249239597
22.441876730911584,2.0,5.0,
23.440524882820558,1.0,,59.95466851446742
28.61426139312938,5.0,13.0,56.31128524403236
35.63517576505117,1.0,16.0,64.3247256506324
16.373185095460784,5.0,,61.3994452754589
17.43133022889132,3.0,5.0,32.34113008466888
18.154240789917637,,15.0,54.507211678258834
,3.0,5.0,36.568915475020795
15.711790554187298,1.0,15.0,41.39002610258867
26.940106117943557,,16.0,58.19957199493505
27.998591123194558,5.0,17.0,67.98819495448046
21.834579470735637,1.0,19.0,51.16504470437698
16.435828387912853,3.0,8.0,33.03559822798601
19.07022299171862,5.0,17.0,56.839823924082346
28.336790614720165,2.0,7.0,40.38022291805736
30.50169174194741,,12.0,54.544623641931025
21.41534426171686,4.0,13.0,54.55585537616997
30.325913438660617,3.0,8.0,46.10662095731228
28.691332666537335,1.0,20.0,63.59788747444035
16.240353401004583,1.0,7.0,27.956729707582614
21.419402697915512,5.0,19.0,67.85288547784941
20.469640545813732,5.0,14.0,56.53154976408692
33.71477383796243,2.0,12.0,54.4807047317787
29.642366817199594,5.0,10.0,58.6294070276201
17.114676254640102,4.0,17.0,143.4438905528638
25.866335115740444,3.0,16.0,63.48043800021477
31.92788436032763,5.0,12.0,68.89970046685805
,3.0,8.0,42.178027553510084
,4.0,6.0,47.8652653567251
18.72214641890327,3.0,18.0,59.42951275571504
28.10741741965914,2.0,10.0,46.34864900444921
30.268723756392816,3.0,18.0,72.48664558400759
23.458398508652365,1.0,13.0,45.58211093599551
23.128479989237583,3.0,16.0,62.69497762400259
20.97055177988529,1.0,20.0,52.68524988405069
21.249217105914017,2.0,9.0,
13.518952430491748,4.0,19.0,55.553450524831604
14.850956700172526,4.0,20.0,57.223093650715754
23.101600987804055,3.0,11.0,49.85545559178173
21.34163637262796,2.0,16.0,49.400067629313114
20.286048305980454,4.0,7.0,40.58749312344262
29.80670374017527,3.0,8.0,50.58667404622704
16.023872954434616,1.0,15.0,43.45970185352298
21.50719073729706,1.0,5.0,26.56652564582278
23.793749927084306,4.0,18.0,63.77213788420354
20.056259879662267,3.0,17.0,55.603420022472214
14.240935186176966,5.0,16.0,58.80605902465367
24.96718081388251,3.0,11.0,54.077975311828304
17.88535911534704,3.0,13.0,49.89975850614653
21.565058842097983,3.0,11.0,46.180660777382634
23.45315291143643,3.0,18.0,61.42201140201827
,4.0,17.0,59.726509293217184
22.090439660292713,4.0,5.0,35.19920785456917
18.60544986397019,2.0,,37.98471824004041
17.484553355355402,4.0,6.0,38.767893214829215
25.29127986413141,1.0,16.0,50.31068208006373
22.951527677925217,4.0,12.0,53.680798745755595
13.148541639480033,3.0,,118.97763247364824
19.920083196856556,1.0,11.0,39.57630847595431
21.71328558369121,3.0,10.0,43.51064532842228
25.206445409719947,2.0,7.0,
27.892056684242945,5.0,12.0,59.78174697946489
16.729578152278343,5.0,6.0,40.43230436465308
,2.0,19.0,149.4765723411299
,1.0,15.0,58.937186313387954
26.55954692865459,1.0,,32.51321286644054
21.458963983917286,5.0,5.0,37.604411693813226
20.875528180048438,4.0,12.0,50.12484457345014
14.428915022572019,1.0,10.0,30.6027960777959
22.11919423888053,2.0,11.0,40.81060247237859
29.297781250530694,1.0,16.0,55.01236892421404
24.491462513031593,5.0,13.0,63.07320952764252
15.332514803571982,3.0,16.0,49.26579189636223
13.34140345501946,1.0,12.0,36.8771640982028
20.980671352507116,3.0,18.0,56.75040595558691
32.83097805122432,4.0,5.0,53.437829218085945
20.44562657968144,3.0,18.0,56.10169427176929
20.539845582570095,1.0,5.0,20.62877122106294
11.489920397530305,3.0,14.0,43.10849026900909
17.206205472698976,5.0,19.0,59.70370299104363
16.749984884255163,5.0,6.0,42.04005897325126
22.081897106991413,2.0,9.0,38.963382362733896
14.34113412421233,3.0,12.0,
24.551293931648544,,,43.34403328995869
22.664000267014234,1.0,18.0,52.73106075264998
24.057054957386207,4.0,15.0,60.636249087498534
19.889632459023666,2.0,10.0,43.42358013412837
20.453770753945317,2.0,12.0,44.95600474627969
23.942235716380843,4.0,9.0,46.846312122082146
19.42083796621008,5.0,19.0,60.81368183975322
25.790882099799546,3.0,17.0,62.52509005764837
20.03501872101067,4.0,16.0,51.803395476789646
16.46934956585235,5.0,5.0,35.23856343539228
25.837514178573265,1.0,15.0,51.022561971244436
30.561092181430233,5.0,13.0,65.2749429721796
21.60437892607299,5.0,10.0,50.527780602224354
15.488779396545636,1.0,12.0,
21.012099564282124,1.0,11.0,43.80247250372156
17.273711379460188,1.0,14.0,38.508741027813706
30.996977300386856,1.0,17.0,60.7457854973503
18.639162954894474,1.0,15.0,45.449316540754076
23.82057229644343,4.0,12.0,55.480363833492035
28.117173125235663,5.0,20.0,74.12771016556856
18.98612576435845,5.0,9.0,49.16640998221109
13.326047020900482,1.0,11.0,33.81310520396175
22.575975542500586,5.0,13.0,53.750651927332946
22.455984889533475,4.0,8.0,45.39272060208076
18.300524773564142,2.0,10.0,36.10562264285586
20.361996868908626,3.0,13.0,47.67633092299129
26.95485713141182,2.0,16.0,57.76367713301852
22.277157057105132,4.0,14.0,53.53707564577207
18.69526613220617,2.0,9.0,35.95611190135376
12.115828205637294,3.0,14.0,44.11882066010069
15.54034220494258,3.0,20.0,56.88302889947806
27.995339618434365,4.0,10.0,60.685619523100684
19.17180758451191,2.0,9.0,39.16162298957798
24.29344222257837,1.0,9.0,40.78721989924348
25.951228117008814,1.0,,49.819941593141024
24.596131251746627,2.0,9.0,43.91189238091651
25.0947037498969,,11.0,56.0355504802959
24.773010473610775,,19.0,64.88909161670227
17.6108917810395,3.0,11.0,44.980194793159825
24.41600168045224,5.0,10.0,52.77414296124214
17.817959749310752,5.0,13.0,52.41713517089409
23.374220055867617,5.0,8.0,50.725018368143786
16.914165497491783,1.0,11.0,40.80878902260314
19.07807160925205,3.0,17.0,58.7797709350591
21.922769612885006,5.0,17.0,67.01868761297905
27.426072673517773,3.0,18.0,59.4702953531197
24.889731747139972,5.0,13.0,65.4667101277808
18.030856153467898,2.0,12.0,38.73265048854175
18.993055117883483,4.0,14.0,
